ID,Marital Status,Gender,Yearly Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Bike Buyer
13450,Single,Female,90000,3,High School,Professional,Yes,1,6,North America,45,Yes
12585,Married,Male,10000,1,High School,Manual,Yes,0,5,Pacific,27,Yes
25588,Single,Male,30000,0,Bachelors,Clerical,Yes,0,5,Europe,47,Yes
19721,Single,Male,70000,0,Graduate Degree,Management,Yes,2,2,North America,53,Yes
28505,Married,Female,30000,0,Graduate Degree,Clerical,No,0,11,Europe,48,Yes
14591,Single,Male,60000,0,Graduate Degree,Professional,Yes,0,5,North America,40,Yes
26602,Single,Male,70000,2,Bachelors,Professional,Yes,2,6,North America,43,Yes
12608,Married,Male,30000,0,Bachelors,Clerical,Yes,0,7,Europe,47,Yes
12368,Single,Male,10000,0,Partial High School,Manual,No,2,4,Europe,33,No
12369,Single,Male,60000,4,Bachelors,Professional,No,4,1,Pacific,43,No
12370,Married,Male,60000,2,Bachelors,Professional,Yes,2,5,Pacific,43,No
18148,Married,Female,60000,1,Partial High School,Skilled Manual,Yes,3,6,Europe,61,Yes
12371,Single,Female,60000,2,Bachelors,Professional,Yes,2,7,Pacific,43,No
12372,Single,Male,60000,2,Bachelors,Professional,No,2,8,Pacific,43,No
19568,Married,Female,120000,0,Graduate Degree,Management,No,1,1,Pacific,37,Yes
25106,Married,Male,90000,0,Graduate Degree,Management,Yes,0,2,Pacific,36,Yes
12374,Single,Female,20000,0,Partial High School,Manual,No,2,3,Europe,26,No
12375,Single,Male,20000,0,Partial High School,Manual,Yes,2,6,Europe,26,No
13894,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,5,North America,37,Yes
20004,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,5,North America,36,Yes
12376,Single,Female,20000,0,Partial High School,Manual,No,2,2,Europe,26,No
12377,Single,Male,20000,0,Partial High School,Manual,No,2,11,Europe,26,No
12379,Single,Female,30000,0,Partial College,Clerical,No,1,5,Europe,28,No
12387,Single,Female,30000,0,High School,Manual,No,1,6,Europe,33,No
12389,Single,Male,30000,0,High School,Manual,No,1,7,Europe,34,No
14937,Single,Male,10000,4,Partial High School,Manual,Yes,1,1,Europe,39,Yes
12392,Single,Female,10000,0,Partial High School,Manual,No,2,2,Europe,35,No
29109,Married,Female,50000,0,High School,Skilled Manual,Yes,2,4,North America,32,No
14141,Single,Female,10000,1,High School,Manual,No,1,1,Europe,46,Yes
28828,Single,Female,70000,0,Graduate Degree,Professional,Yes,0,1,North America,34,Yes
24504,Married,Male,40000,0,Bachelors,Management,No,2,5,Pacific,65,Yes
24640,Single,Female,50000,0,Bachelors,Management,No,2,1,North America,65,Yes
25099,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,1,North America,46,Yes
12624,Married,Female,20000,0,Partial College,Manual,Yes,1,1,Europe,54,Yes
17295,Married,Male,90000,0,Bachelors,Professional,Yes,0,1,Pacific,40,Yes
29296,Single,Female,110000,0,Graduate Degree,Management,No,3,5,Pacific,39,No
12399,Single,Male,40000,2,Partial College,Clerical,Yes,1,1,Europe,35,No
24187,Single,Female,30000,0,Graduate Degree,Clerical,No,0,1,Europe,46,Yes
12400,Single,Male,40000,2,Partial College,Clerical,Yes,1,1,Europe,35,No
12401,Single,Female,40000,2,Partial College,Clerical,Yes,1,1,Europe,35,No
12403,Single,Male,40000,2,Partial College,Clerical,Yes,2,10,Europe,35,No
12405,Single,Male,40000,2,Partial College,Clerical,Yes,2,11,Europe,36,No
12406,Single,Male,50000,0,Graduate Degree,Skilled Manual,No,0,5,Europe,36,No
12407,Single,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,1,Europe,36,No
12632,Married,Female,80000,0,Bachelors,Management,Yes,2,13,Europe,62,Yes
12408,Single,Male,50000,0,Graduate Degree,Skilled Manual,No,0,1,Europe,36,No
29290,Single,Male,60000,5,Bachelors,Professional,No,2,5,Pacific,43,No
13404,Married,Male,130000,4,Partial College,Professional,Yes,2,5,Europe,48,Yes
12410,Single,Female,40000,3,Partial College,Clerical,Yes,0,2,North America,30,No
26055,Single,Male,100000,1,Partial College,Professional,Yes,4,3,North America,41,Yes
25389,Married,Female,60000,2,Bachelors,Skilled Manual,Yes,0,4,North America,37,Yes
17656,Single,Female,30000,0,Graduate Degree,Skilled Manual,Yes,0,1,North America,32,Yes
28142,Single,Male,50000,0,High School,Professional,No,2,5,North America,32,Yes
12411,Single,Male,40000,3,Partial College,Clerical,Yes,1,6,North America,31,No
12412,Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,7,North America,76,No
25656,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,8,Europe,44,Yes
21197,Single,Female,60000,0,Bachelors,Professional,Yes,1,1,Pacific,45,Yes
12413,Single,Male,60000,0,Graduate Degree,Skilled Manual,No,0,2,North America,40,No
14170,Single,Female,10000,3,High School,Manual,Yes,0,3,Europe,38,Yes
19076,Married,Female,90000,1,High School,Management,Yes,3,6,Europe,58,Yes
14365,Married,Male,50000,0,Graduate Degree,Skilled Manual,No,0,5,North America,33,Yes
12414,Single,Male,60000,0,Graduate Degree,Skilled Manual,No,0,5,North America,40,No
14798,Single,Female,10000,3,Partial High School,Manual,Yes,2,2,Europe,41,Yes
12415,Single,Female,60000,0,Graduate Degree,Skilled Manual,No,0,11,North America,40,No
12416,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,5,North America,40,No
15525,Single,Female,50000,4,Bachelors,Skilled Manual,Yes,3,6,North America,42,Yes
16940,Single,Female,20000,0,Bachelors,Clerical,Yes,0,7,Europe,49,Yes
14418,Married,Female,60000,1,High School,Professional,Yes,2,1,North America,54,Yes
12417,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,13,North America,39,No
12419,Married,Female,30000,0,Bachelors,Skilled Manual,Yes,1,1,North America,53,No
12420,Married,Male,30000,0,Bachelors,Skilled Manual,Yes,1,5,North America,53,No
12421,Married,Male,30000,0,Bachelors,Skilled Manual,Yes,1,5,North America,53,No
12422,Married,Female,30000,0,Bachelors,Skilled Manual,Yes,1,2,North America,53,No
12669,Single,Male,70000,0,Bachelors,Professional,No,3,3,Pacific,30,Yes
12424,Married,Female,30000,0,High School,Manual,Yes,1,4,North America,52,No
12425,Married,Male,30000,0,High School,Clerical,Yes,1,1,North America,52,No
27778,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,1,5,Europe,40,Yes
25186,Married,Female,80000,2,Partial College,Professional,Yes,1,6,North America,51,Yes
20562,Married,Female,130000,4,Partial College,Professional,Yes,3,7,Europe,51,Yes
28995,Single,Female,40000,1,High School,Professional,Yes,1,8,North America,60,No
12427,Married,Female,40000,0,Partial College,Clerical,Yes,1,1,North America,52,No
12428,Married,Male,40000,0,Partial College,Clerical,Yes,1,2,North America,51,No
12429,Married,Male,40000,0,Partial College,Clerical,Yes,1,3,North America,50,No
12430,Married,Female,40000,0,Partial College,Clerical,Yes,1,6,North America,51,No
19128,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,5,North America,36,Yes
12431,Married,Male,40000,0,Partial College,Clerical,Yes,1,5,North America,51,No
12675,Single,Female,80000,0,Bachelors,Professional,No,3,2,Pacific,33,Yes
14164,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,11,Europe,37,Yes
12432,Married,Male,40000,0,Partial College,Clerical,Yes,1,5,North America,51,No
12433,Married,Male,40000,0,Partial College,Clerical,Yes,1,6,North America,51,No
28774,Married,Female,30000,0,High School,Clerical,Yes,1,7,North America,52,Yes
12680,Single,Male,80000,0,Bachelors,Professional,No,3,1,Pacific,34,Yes
12434,Married,Male,40000,0,Partial College,Clerical,Yes,1,13,North America,51,No
12436,Married,Male,40000,0,Partial College,Clerical,Yes,1,1,North America,51,No
25399,Married,Male,70000,0,Graduate Degree,Professional,Yes,0,5,North America,34,Yes
12683,Single,Female,120000,5,Partial High School,Professional,Yes,4,5,Pacific,33,Yes
12439,Married,Female,40000,0,Partial College,Clerical,Yes,1,2,North America,50,No
12443,Married,Male,40000,0,Partial College,Clerical,Yes,1,3,North America,49,No
16828,Married,Male,160000,4,High School,Professional,Yes,2,4,Europe,50,Yes
12444,Married,Female,40000,0,Partial College,Clerical,Yes,1,1,North America,49,No
12445,Married,Male,40000,0,Partial College,Clerical,Yes,1,5,North America,49,No
17007,Single,Male,70000,0,Bachelors,Professional,No,1,6,North America,38,Yes
12453,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,7,North America,48,No
20926,Single,Male,20000,4,High School,Manual,Yes,3,8,Europe,27,Yes
12454,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1,North America,47,No
21256,Married,Female,40000,0,Bachelors,Management,Yes,2,2,Pacific,65,Yes
12455,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,3,North America,47,No
12456,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,6,North America,47,No
15334,Single,Female,40000,1,Partial High School,Skilled Manual,Yes,2,5,North America,56,Yes
12689,Single,Female,90000,0,Bachelors,Professional,No,3,5,Pacific,34,Yes
16020,Married,Male,40000,0,High School,Skilled Manual,Yes,2,2,North America,28,Yes
24613,Married,Female,100000,5,Partial High School,Professional,Yes,4,11,Pacific,36,Yes
12698,Married,Male,110000,5,High School,Management,Yes,4,5,Pacific,36,Yes
12457,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,6,North America,47,No
17502,Single,Male,40000,0,Partial High School,Clerical,Yes,2,7,Pacific,52,Yes
12458,Married,Female,30000,0,Bachelors,Clerical,Yes,0,4,Europe,38,No
12465,Married,Female,20000,1,Partial College,Manual,Yes,1,1,Europe,39,No
21047,Single,Female,20000,1,Partial College,Manual,No,0,5,Europe,38,Yes
12466,Married,Male,20000,1,Partial College,Manual,Yes,1,6,Europe,39,No
12467,Single,Female,20000,1,Partial College,Manual,No,1,7,Europe,39,No
21155,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,8,North America,46,Yes
15897,Single,Female,70000,1,Partial College,Professional,Yes,2,1,North America,58,Yes
12469,Married,Male,20000,1,High School,Manual,Yes,1,2,Europe,40,No
12470,Married,Female,20000,1,High School,Manual,Yes,1,3,Europe,40,No
12471,Married,Female,40000,0,Bachelors,Clerical,Yes,0,6,Europe,39,No
14047,Single,Female,70000,0,Partial College,Skilled Manual,No,1,5,Pacific,44,Yes
22694,Single,Female,30000,3,Partial College,Clerical,Yes,2,5,Europe,28,Yes
12472,Married,Male,30000,1,Bachelors,Clerical,Yes,1,2,Europe,40,No
12476,Single,Male,20000,2,High School,Manual,Yes,0,11,Europe,41,No
12706,Married,Male,160000,5,Bachelors,Management,Yes,4,5,Pacific,37,Yes
12477,Married,Female,20000,2,High School,Manual,No,1,6,Europe,40,No
12478,Single,Male,20000,2,High School,Manual,Yes,1,7,Europe,41,No
12481,Single,Male,10000,2,Partial High School,Manual,Yes,1,1,Europe,42,No
15170,Married,Male,80000,0,Partial College,Skilled Manual,Yes,2,2,Pacific,52,Yes
12709,Married,Male,130000,3,Bachelors,Management,Yes,4,4,North America,65,Yes
28394,Married,Female,40000,0,Bachelors,Professional,No,0,1,Europe,40,Yes
12482,Single,Male,10000,2,Partial High School,Manual,Yes,1,1,Europe,42,No
15842,Married,Female,80000,0,Bachelors,Management,Yes,1,5,North America,34,Yes
23160,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,1,North America,35,Yes
12488,Single,Male,20000,3,High School,Manual,Yes,2,1,Europe,43,No
23344,Single,Female,70000,0,High School,Skilled Manual,No,2,1,Pacific,48,Yes
12489,Married,Male,40000,0,Bachelors,Professional,Yes,0,1,Europe,40,No
28327,Single,Female,70000,0,Partial College,Skilled Manual,No,1,5,Pacific,48,Yes
12490,Married,Female,40000,0,Bachelors,Professional,No,0,1,Europe,40,No
12491,Married,Male,40000,0,Bachelors,Professional,Yes,0,1,Europe,40,No
12493,Married,Male,40000,0,Bachelors,Professional,Yes,0,1,Europe,41,No
17848,Single,Male,30000,0,Partial College,Clerical,No,1,1,Europe,31,Yes
12496,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,10,Europe,42,No
18173,Single,Male,130000,5,High School,Professional,No,3,11,Europe,55,Yes
12497,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,5,Europe,43,No
13424,Married,Female,90000,5,Partial College,Professional,Yes,3,1,North America,42,Yes
12498,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,13,Europe,43,No
16920,Married,Male,60000,0,Partial College,Skilled Manual,No,2,1,North America,27,Yes
21100,Single,Female,30000,3,Partial College,Clerical,Yes,1,5,Europe,27,Yes
12502,Single,Male,30000,3,Partial College,Clerical,Yes,2,5,Europe,26,No
12503,Single,Female,30000,3,Partial College,Clerical,Yes,2,2,Europe,27,No
12504,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,3,Europe,43,No
12505,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,4,Europe,43,No
12506,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,1,Europe,43,No
12507,Married,Male,30000,0,Partial College,Clerical,Yes,1,5,Europe,44,No
24586,Single,Male,70000,0,Bachelors,Professional,Yes,2,6,Pacific,31,Yes
12508,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,7,Europe,44,No
12509,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,8,Europe,44,No
28931,Married,Male,80000,0,Bachelors,Professional,Yes,3,1,Pacific,31,No
25944,Single,Male,20000,1,Partial High School,Clerical,Yes,2,2,Pacific,54,Yes
22170,Married,Female,30000,0,Partial College,Clerical,No,2,3,Pacific,56,Yes
15463,Single,Male,10000,0,Partial College,Manual,Yes,1,6,Europe,62,Yes
12512,Married,Female,30000,3,Partial College,Clerical,No,2,5,Europe,28,No
17654,Single,Female,40000,3,Partial College,Clerical,Yes,1,5,North America,31,Yes
18224,Single,Female,90000,0,Partial College,Professional,No,1,2,North America,42,Yes
12513,Single,Male,30000,4,Partial College,Clerical,Yes,3,11,Europe,28,No
12514,Single,Female,30000,0,Partial College,Clerical,No,1,5,Europe,28,No
12515,Single,Female,30000,0,Partial College,Clerical,Yes,1,6,Europe,29,No
12516,Single,Female,30000,0,Partial College,Clerical,No,1,7,Europe,29,No
12517,Single,Female,30000,0,Partial College,Clerical,No,1,1,Europe,29,No
20682,Married,Male,80000,0,Graduate Degree,Professional,Yes,0,13,North America,37,Yes
18595,Single,Male,80000,3,Bachelors,Skilled Manual,Yes,3,1,North America,41,Yes
13607,Single,Male,110000,5,High School,Management,Yes,3,5,Europe,57,Yes
12518,Single,Female,30000,0,Partial College,Clerical,No,1,5,Europe,29,No
12519,Single,Male,30000,0,Partial College,Clerical,No,1,2,Europe,28,No
12524,Single,Female,30000,0,Partial College,Clerical,Yes,1,3,Europe,31,No
19311,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,4,Europe,38,Yes
12525,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,1,Europe,31,No
22287,Single,Female,60000,5,Bachelors,Skilled Manual,Yes,3,5,North America,42,Yes
13721,Single,Male,20000,0,Partial High School,Clerical,Yes,2,6,North America,52,Yes
23542,Single,Male,60000,0,Partial College,Skilled Manual,No,1,7,Pacific,45,Yes
22321,Single,Male,40000,2,Partial College,Clerical,Yes,0,8,Europe,36,Yes
12527,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1,North America,46,No
12528,Single,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,2,North America,47,No
12529,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,3,North America,47,No
15227,Single,Male,70000,0,Bachelors,Professional,Yes,2,6,Pacific,43,Yes
12530,Single,Female,40000,4,Partial College,Clerical,Yes,2,5,North America,34,No
12531,Single,Female,40000,4,Partial College,Clerical,Yes,2,5,North America,34,No
12532,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,2,North America,33,No
24685,Married,Male,60000,1,Partial College,Professional,Yes,2,11,North America,55,Yes
15986,Single,Male,60000,0,Partial High School,Skilled Manual,Yes,2,5,North America,52,Yes
12533,Married,Male,170000,2,Graduate Degree,Management,Yes,4,6,North America,66,No
13725,Married,Male,40000,0,Partial College,Clerical,Yes,1,7,North America,52,Yes
12774,Married,Female,40000,0,Partial College,Clerical,Yes,1,1,North America,51,Yes
15595,Married,Male,90000,0,Bachelors,Professional,Yes,0,13,Pacific,40,Yes
12534,Married,Female,10000,0,Graduate Degree,Manual,Yes,0,1,Europe,44,No
23407,Single,Female,80000,0,Graduate Degree,Professional,No,0,5,North America,48,Yes
12535,Single,Male,10000,0,Bachelors,Manual,Yes,0,5,Europe,44,No
13746,Married,Female,40000,0,Partial College,Clerical,Yes,1,2,North America,49,Yes
12536,Married,Male,10000,0,Bachelors,Manual,Yes,0,3,Europe,45,No
12537,Married,Male,10000,0,Bachelors,Manual,Yes,0,4,Europe,45,No
12538,Married,Female,20000,0,Graduate Degree,Clerical,Yes,0,1,Europe,45,No
14558,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,5,North America,36,Yes
12539,Single,Male,20000,0,Graduate Degree,Clerical,Yes,0,6,Europe,71,No
24417,Single,Male,130000,3,Bachelors,Management,No,3,7,North America,45,Yes
12540,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,8,Europe,70,No
12541,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,1,Europe,44,No
12542,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,2,Europe,44,No
17048,Single,Female,90000,0,Graduate Degree,Management,Yes,0,3,Pacific,37,Yes
12543,Married,Male,10000,0,Bachelors,Manual,Yes,0,6,Europe,48,No
26885,Single,Male,30000,0,Partial College,Clerical,No,1,5,Europe,30,Yes
24339,Single,Female,40000,3,High School,Skilled Manual,Yes,3,5,North America,45,Yes
15152,Married,Female,110000,5,Partial High School,Professional,Yes,4,2,Pacific,35,Yes
12544,Married,Male,10000,0,Bachelors,Manual,Yes,0,11,Europe,48,No
21873,Married,Female,70000,0,Bachelors,Professional,Yes,2,5,Pacific,31,Yes
19812,Single,Female,70000,1,Partial College,Professional,Yes,0,6,North America,49,Yes
12545,Married,Male,10000,0,Partial College,Manual,Yes,0,7,Europe,49,No
13526,Married,Female,20000,0,Bachelors,Clerical,Yes,0,1,Pacific,28,Yes
12550,Married,Male,10000,0,Partial College,Manual,Yes,1,5,Europe,52,No
12551,Married,Male,20000,0,Bachelors,Clerical,Yes,0,1,Europe,68,No
12807,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,1,Europe,38,Yes
12552,Married,Male,20000,0,Bachelors,Clerical,Yes,0,5,Europe,68,No
19696,Married,Male,120000,3,Partial College,Professional,Yes,4,5,North America,44,Yes
12553,Married,Female,20000,0,Bachelors,Clerical,Yes,0,1,Europe,68,No
28190,Single,Female,70000,0,Graduate Degree,Professional,Yes,1,1,North America,47,Yes
21614,Married,Male,50000,2,Bachelors,Skilled Manual,Yes,1,1,North America,39,Yes
12554,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,13,Europe,68,No
12555,Married,Male,10000,0,Bachelors,Clerical,Yes,1,1,Europe,67,No
12556,Married,Male,10000,0,Bachelors,Clerical,Yes,1,5,Europe,67,No
19278,Single,Male,20000,1,Partial College,Manual,No,0,5,Europe,46,Yes
12557,Married,Male,10000,0,Bachelors,Clerical,Yes,1,2,Europe,66,No
20033,Married,Male,70000,2,Bachelors,Professional,Yes,2,3,North America,43,Yes
26231,Married,Male,40000,2,Partial College,Clerical,Yes,1,4,Europe,35,Yes
12558,Married,Female,20000,0,Bachelors,Clerical,Yes,0,1,Europe,66,No
13992,Single,Male,60000,0,Partial College,Skilled Manual,No,2,5,North America,28,Yes
22261,Single,Male,50000,2,Bachelors,Skilled Manual,Yes,1,6,North America,39,Yes
12562,Married,Female,10000,0,Partial College,Manual,Yes,1,7,Europe,64,No
12563,Married,Male,30000,0,Bachelors,Clerical,Yes,0,8,Europe,65,No
22633,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,1,Europe,38,Yes
25088,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,2,North America,45,Yes
12564,Married,Male,30000,0,Bachelors,Clerical,Yes,0,3,Europe,65,No
12565,Married,Female,10000,0,Partial College,Manual,Yes,1,6,Europe,64,No
12566,Married,Male,30000,0,Bachelors,Clerical,Yes,0,4,Europe,64,No
13917,Single,Male,50000,4,Bachelors,Skilled Manual,No,2,2,North America,42,Yes
12567,Married,Female,30000,0,Bachelors,Clerical,Yes,0,3,Europe,64,No
26924,Single,Female,20000,0,Partial College,Manual,No,0,7,Pacific,29,Yes
12568,Married,Female,30000,0,Bachelors,Clerical,Yes,0,8,Europe,64,No
12569,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,9,Europe,64,No
18212,Married,Male,90000,0,Bachelors,Professional,Yes,4,2,Pacific,35,Yes
23779,Single,Female,40000,2,Partial College,Clerical,Yes,2,3,Europe,35,Yes
12582,Single,Female,10000,0,High School,Manual,No,2,5,Pacific,29,No
12587,Single,Male,20000,0,Bachelors,Clerical,Yes,0,6,Pacific,28,No
12590,Single,Male,30000,0,Bachelors,Clerical,Yes,0,7,Europe,63,No
25831,Married,Male,110000,5,High School,Management,Yes,4,1,Pacific,35,Yes
12591,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,2,Europe,45,No
12592,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,4,Europe,45,No
12593,Single,Male,30000,0,Graduate Degree,Clerical,Yes,0,1,Europe,45,No
12594,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,5,Europe,45,No
16230,Married,Male,40000,0,Partial College,Clerical,Yes,1,6,North America,51,Yes
12595,Single,Male,30000,0,Graduate Degree,Clerical,Yes,0,7,Europe,45,No
12596,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,8,Europe,45,No
12597,Married,Male,20000,1,Partial College,Manual,Yes,0,1,Europe,46,No
12846,Single,Female,30000,2,Partial College,Clerical,Yes,2,2,Europe,42,Yes
17270,Single,Male,60000,2,Bachelors,Professional,No,1,3,North America,48,Yes
12598,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,6,Europe,46,No
12600,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,4,Europe,48,No
12601,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,2,Europe,46,No
12602,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,3,Europe,46,No
29155,Single,Female,60000,0,Partial College,Skilled Manual,No,1,7,North America,39,Yes
12603,Single,Male,30000,0,Bachelors,Clerical,Yes,0,8,Europe,46,No
13382,Married,Male,70000,1,Partial College,Professional,Yes,2,9,North America,57,Yes
12604,Married,Male,30000,0,Bachelors,Clerical,Yes,0,2,Europe,46,No
24850,Married,Male,120000,5,Bachelors,Management,Yes,1,3,Europe,60,Yes
28920,Single,Female,120000,5,High School,Management,No,4,5,Europe,59,No
25138,Married,Male,80000,5,Bachelors,Professional,Yes,4,6,Pacific,38,Yes
16707,Single,Male,90000,0,Bachelors,Professional,Yes,1,7,Pacific,48,Yes
26858,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,1,Europe,41,Yes
12606,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,2,Europe,46,No
28964,Single,Male,40000,0,High School,Professional,Yes,2,1,North America,57,No
12611,Single,Male,20000,0,Partial College,Manual,Yes,1,1,Europe,36,No
12616,Single,Female,20000,0,Partial College,Manual,No,1,2,Europe,37,No
17116,Single,Female,40000,3,Partial College,Clerical,Yes,2,5,North America,32,Yes
12617,Married,Male,20000,0,Partial College,Manual,No,1,1,Europe,37,No
17690,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1,North America,33,Yes
12859,Single,Female,30000,0,Partial College,Clerical,Yes,1,1,Europe,44,Yes
12625,Married,Female,20000,0,Partial College,Manual,Yes,1,1,Europe,54,No
12626,Married,Female,20000,0,Partial College,Manual,Yes,1,10,Europe,55,No
18794,Single,Male,60000,0,Partial College,Skilled Manual,Yes,1,1,North America,27,Yes
12627,Single,Female,20000,1,Partial College,Manual,No,0,2,Europe,38,No
12628,Married,Male,20000,1,Partial College,Manual,Yes,0,11,Europe,38,No
12629,Single,Male,20000,1,Partial College,Manual,No,0,5,Europe,37,No
23238,Single,Male,40000,3,Partial College,Clerical,Yes,0,6,North America,31,Yes
14670,Single,Female,60000,2,Bachelors,Professional,Yes,1,7,Pacific,38,Yes
12866,Single,Female,10000,0,Partial High School,Manual,Yes,2,1,Europe,31,Yes
12867,Single,Female,10000,0,Partial High School,Manual,Yes,2,2,Europe,31,Yes
29381,Married,Male,20000,3,High School,Manual,Yes,0,4,Europe,42,Yes
19510,Single,Female,30000,0,Partial College,Clerical,No,1,1,Europe,30,Yes
27982,Single,Male,120000,5,Partial High School,Professional,No,4,5,Pacific,34,Yes
13851,Single,Male,40000,0,Graduate Degree,Skilled Manual,No,0,6,North America,34,Yes
20545,Single,Female,70000,1,Partial High School,Skilled Manual,No,3,7,North America,54,Yes
12633,Married,Male,110000,4,Bachelors,Management,Yes,4,8,Europe,61,No
12635,Single,Male,80000,0,Partial College,Professional,No,2,1,Europe,60,No
21039,Single,Female,50000,0,Graduate Degree,Skilled Manual,No,0,2,Europe,37,Yes
12636,Married,Female,100000,3,Bachelors,Management,Yes,4,3,Europe,60,No
12885,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,6,North America,35,Yes
12638,Married,Male,80000,2,Partial College,Professional,Yes,1,4,Europe,52,No
12639,Single,Male,80000,2,Partial College,Professional,Yes,2,2,Europe,53,No
25391,Single,Female,60000,2,Bachelors,Skilled Manual,No,0,3,North America,37,Yes
18011,Single,Male,30000,2,Partial College,Clerical,Yes,1,7,Europe,41,Yes
16448,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,1,8,Europe,44,Yes
12641,Married,Male,100000,4,High School,Professional,Yes,3,9,Europe,52,No
12642,Married,Male,100000,4,High School,Professional,Yes,3,2,Europe,52,No
19476,Married,Female,40000,0,Bachelors,Professional,Yes,0,3,Europe,40,Yes
12643,Married,Female,120000,5,Bachelors,Management,Yes,3,3,Europe,53,No
12646,Single,Male,90000,1,High School,Professional,Yes,2,6,Europe,54,No
16664,Married,Female,130000,1,Graduate Degree,Management,Yes,1,4,Pacific,48,Yes
12649,Married,Male,80000,1,High School,Professional,Yes,3,2,Europe,54,No
13538,Single,Female,20000,0,Partial College,Manual,Yes,1,3,Europe,47,Yes
12651,Single,Male,90000,1,High School,Management,Yes,3,7,Europe,56,No
12652,Married,Female,130000,5,High School,Management,Yes,4,8,Europe,56,No
19329,Single,Female,20000,2,High School,Manual,Yes,0,9,Europe,41,Yes
28873,Married,Male,70000,3,Partial College,Professional,Yes,1,2,North America,53,No
12656,Married,Male,90000,1,High School,Management,Yes,3,3,Europe,57,No
12659,Married,Male,80000,1,High School,Management,Yes,4,5,Europe,58,No
16287,Married,Female,40000,0,Bachelors,Professional,Yes,0,6,Europe,40,Yes
12660,Married,Female,80000,1,Partial High School,Skilled Manual,Yes,4,7,Europe,59,No
22207,Single,Female,130000,0,Graduate Degree,Management,No,3,1,Pacific,48,Yes
28878,Married,Male,160000,3,High School,Professional,Yes,4,2,Europe,49,No
19736,Married,Female,70000,0,Graduate Degree,Management,Yes,2,1,North America,66,Yes
12662,Married,Male,90000,0,Partial High School,Skilled Manual,No,2,1,Europe,59,No
12663,Married,Female,90000,0,Partial High School,Skilled Manual,Yes,2,2,Europe,59,No
12664,Married,Female,130000,5,Partial College,Professional,Yes,4,1,Europe,59,No
12665,Married,Female,60000,0,Bachelors,Professional,Yes,4,5,Pacific,31,No
12666,Single,Male,60000,0,Bachelors,Professional,No,4,1,Pacific,31,No
